UID,주거 형태,연간 소득,현재 직장 근속 연수,체납 세금 압류 횟수,개설된 신용계좌 수,신용 거래 연수,최대 신용한도,신용 문제 발생 횟수,마지막 연체 이후 경과 개월 수,개인 파산 횟수,대출 목적,대출 상환 기간,현재 대출 잔액,현재 미상환 신용액,월 상환 부채액,신용 점수,채무 불이행 여부
TRAIN_05280,월세,1405641.0,10년 이상,0.0,20,11.5,1020010.5,0,12,0,부채 통합,단기 상환,500779.5,457668.0,45789.0,787,1
TRAIN_05281,주택 담보 대출 (거주 중),1119288.0,4년,0.0,12,30.8,490612.5,1,7,1,부채 통합,단기 상환,165474.0,132646.5,35464.5,793,1
TRAIN_05282,월세,2379679.5,8년,0.0,13,20.8,701155.5,0,59,3,의료비,장기 상환,463702.5,412746.0,21316.5,669,0
TRAIN_05283,주택 담보 대출 (거주 중),872937.0,10년 이상,0.0,8,33.2,261718.5,2,56,0,주택 개보수,단기 상환,149235.0,204916.5,14319.0,796,0
TRAIN_05284,월세,2682097.5,10년 이상,0.0,13,19.0,1179196.5,0,2,0,부채 통합,단기 상환,542305.5,252772.5,110457.0,798,0
TRAIN_05285,월세,1589550.0,3년,0.0,22,12.5,390010.5,0,10,0,부채 통합,장기 상환,685914.0,216024.0,28827.0,729,1
TRAIN_05286,주택 담보 대출 (거주 중),1504707.0,9년,0.0,8,13.7,526891.5,0,2,0,주택 개보수,장기 상환,660756.0,39262.5,27084.0,753,1
TRAIN_05287,주택 담보 대출 (거주 중),2078445.0,7년,0.0,17,30.3,325504.5,0,11,0,주택 개보수,장기 상환,748836.0,190567.5,14941.5,805,0
TRAIN_05288,주택 담보 대출 (비거주 중),1978425.0,5년,0.0,17,14.1,579475.5,2,66,3,부채 통합,단기 상환,1121463.0,387202.5,34557.0,796,0
TRAIN_05289,자가,4870090.5,4년,0.0,18,22.6,1411675.5,0,15,0,부채 통합,장기 상환,1014489.0,821527.5,105895.5,696,1
TRAIN_05290,주택 담보 대출 (거주 중),4076056.5,4년,0.0,12,40.2,889465.5,0,18,0,부채 통합,단기 상환,422515.5,238848.0,22299.0,687,0
TRAIN_05291,월세,846064.5,1년,0.0,12,9.6,598779.0,0,59,0,부채 통합,단기 상환,98473.5,389785.5,15475.5,751,0
TRAIN_05292,주택 담보 대출 (거주 중),1393939.5,7년,0.0,18,29.4,179673.0,2,14,0,부채 통합,장기 상환,600649.5,150570.0,23926.5,702,1
TRAIN_05293,자가,588249.0,10년 이상,0.0,10,18.6,203823.0,0,9,0,기타,단기 상환,79485.0,0.0,4914.0,756,0
TRAIN_05294,주택 담보 대출 (거주 중),801196.5,1년 미만,0.0,22,14.2,484815.0,1,76,1,부채 통합,단기 상환,365326.5,385602.0,14950.5,729,1
TRAIN_05295,주택 담보 대출 (거주 중),2914020.0,10년 이상,0.0,12,20.2,5549587.5,0,12,0,부채 통합,장기 상환,581794.5,758100.0,33541.5,747,0
TRAIN_05296,주택 담보 대출 (거주 중),1576222.5,7년,0.0,13,26.8,467823.0,0,18,0,부채 통합,장기 상환,460131.0,190729.5,45879.0,685,0
TRAIN_05297,자가,6289147.5,2년,0.0,11,29.7,4007622.0,0,26,0,부채 통합,단기 상환,1249848.0,392947.5,41010.0,791,0
TRAIN_05298,월세,1920955.5,8년,0.0,17,18.2,249145.5,1,31,3,부채 통합,단기 상환,328282.5,92344.5,5491.5,691,0
TRAIN_05299,주택 담보 대출 (거주 중),1456593.0,1년,0.0,14,13.6,540279.0,0,49,0,기타,장기 상환,726153.0,78949.5,11989.5,685,0
TRAIN_05300,주택 담보 대출 (거주 중),5667715.5,10년 이상,0.0,14,32.4,2634955.5,1,11,0,주택 개보수,단기 상환,362343.0,276792.0,14497.5,751,0
TRAIN_05301,주택 담보 대출 (거주 중),2174902.5,10년 이상,0.0,8,25.0,292155.0,0,3,0,여행 자금,장기 상환,493323.0,138153.0,32502.0,678,0
TRAIN_05302,주택 담보 대출 (거주 중),2222434.5,4년,0.0,12,30.3,1415151.0,0,8,0,부채 통합,단기 상환,316450.5,1047450.0,33675.0,807,1
TRAIN_05303,월세,1556413.5,4년,0.0,15,15.4,998893.5,1,29,3,부채 통합,단기 상환,473250.0,623710.5,51661.5,805,0
TRAIN_05304,자가,2259546.0,1년 미만,0.0,11,21.9,520531.5,0,76,0,부채 통합,단기 상환,197547.0,677073.0,11421.0,756,0
TRAIN_05305,주택 담보 대출 (거주 중),2441194.5,9년,0.0,12,23.1,685935.0,1,33,1,부채 통합,단기 상환,524184.0,171472.5,41095.5,751,0
TRAIN_05306,월세,2413062.0,5년,4.0,11,28.1,283983.0,5,48,2,의료비,단기 상환,535969.5,204858.0,51912.0,744,0
TRAIN_05307,자가,786763.5,2년,0.0,11,16.6,980623.5,0,10,0,부채 통합,단기 상환,159357.0,81109.5,8326.5,744,1
TRAIN_05308,주택 담보 대출 (거주 중),3007834.5,10년 이상,0.0,10,19.9,3667935.0,1,2,0,주택 개보수,단기 상환,508822.5,795159.0,22900.5,796,0
TRAIN_05309,월세,1147515.0,1년,0.0,13,13.8,1096699.5,0,62,0,부채 통합,단기 상환,557148.0,576601.5,12519.0,745,0
TRAIN_05310,자가,1408318.5,1년 미만,0.0,9,21.5,326173.5,1,9,3,기타,단기 상환,153283.5,134206.5,17209.5,745,1
TRAIN_05311,주택 담보 대출 (거주 중),1263355.5,5년,0.0,5,16.0,0.0,0,12,0,기타,장기 상환,450994.5,61992.0,0.0,658,0
TRAIN_05312,주택 담보 대출 (거주 중),2521585.5,1년,0.0,22,30.2,5106024.0,0,13,0,주택 개보수,단기 상환,967300.5,226323.0,17550.0,805,0
TRAIN_05313,자가,1736406.0,8년,0.0,11,17.9,1152672.0,1,68,3,부채 통합,단기 상환,509542.5,305907.0,276.0,693,1
TRAIN_05314,주택 담보 대출 (거주 중),1623313.5,10년 이상,0.0,20,18.1,1545069.0,0,5,0,부채 통합,장기 상환,542154.0,1041628.5,34885.5,696,1
TRAIN_05315,월세,1920886.5,4년,0.0,10,11.1,908473.5,0,18,0,부채 통합,단기 상환,487645.5,591903.0,38979.0,682,1
TRAIN_05316,월세,1529256.0,10년 이상,0.0,8,16.2,8914.5,0,33,0,부채 통합,단기 상환,404722.5,336301.5,12349.5,802,0
TRAIN_05317,월세,6252846.0,10년 이상,0.0,12,15.8,770166.0,0,8,0,기타,단기 상환,362133.0,124141.5,13066.5,784,0
TRAIN_05318,월세,1964259.0,4년,0.0,12,22.5,623713.5,1,30,1,부채 통합,단기 상환,306924.0,339664.5,4393.5,695,1
TRAIN_05319,주택 담보 대출 (거주 중),2713963.5,2년,0.0,17,28.5,5226202.5,0,7,0,부채 통합,장기 상환,639310.5,492748.5,45388.5,727,0
TRAIN_05320,주택 담보 대출 (거주 중),3490056.0,5년,4.0,15,17.1,609445.5,5,39,2,의료비,장기 상환,1356999.0,270073.5,23727.0,645,0
TRAIN_05321,주택 담보 대출 (거주 중),2809888.5,4년,0.0,20,18.8,1189131.0,1,43,1,부채 통합,단기 상환,434743.5,391597.5,40096.5,742,1
TRAIN_05322,주택 담보 대출 (거주 중),1573012.5,10년 이상,0.0,11,18.6,772804.5,0,16,0,기타,단기 상환,377484.0,240804.0,0.0,671,0
TRAIN_05323,주택 담보 대출 (거주 중),2281806.0,7년,0.0,12,19.2,1232130.0,1,31,0,주택 개보수,장기 상환,520141.5,759807.0,8613.0,776,0
TRAIN_05324,주택 담보 대출 (거주 중),2922079.5,6년,0.0,15,42.4,6597631.5,1,3,0,부채 통합,단기 상환,1235751.0,1179445.5,28974.0,798,0
TRAIN_05325,월세,1837953.0,1년 미만,0.0,8,13.7,647709.0,1,50,0,부채 통합,단기 상환,125820.0,468333.0,18121.5,735,0
TRAIN_05326,주택 담보 대출 (거주 중),5099697.0,1년,1.0,18,42.9,5458885.5,2,78,0,주택 개보수,단기 상환,1063960.5,419688.0,27592.5,736,0
TRAIN_05327,자가,619500.0,10년 이상,0.0,24,34.6,2757747.0,0,4,0,부채 통합,단기 상환,423861.0,191407.5,20326.5,773,0
TRAIN_05328,월세,1636549.5,10년 이상,1.0,12,25.7,1109008.5,1,40,1,부채 통합,단기 상환,534408.0,584884.5,37969.5,787,0
TRAIN_05329,월세,1163892.0,10년 이상,0.0,10,11.3,1098832.5,0,34,0,기타,단기 상환,506284.5,202270.5,25243.5,760,0
TRAIN_05330,월세,1473472.5,10년 이상,1.0,12,18.3,582630.0,1,25,0,부채 통합,단기 상환,486153.0,351705.0,10017.0,776,1
TRAIN_05331,월세,2113890.0,10년 이상,0.0,14,10.4,721426.5,0,12,0,부채 통합,단기 상환,553522.5,583887.0,58444.5,782,1
TRAIN_05332,자가,1063858.5,2년,0.0,12,27.9,621964.5,0,18,0,부채 통합,단기 상환,483030.0,93360.0,13750.5,805,0
TRAIN_05333,월세,950409.0,3년,0.0,13,14.2,922119.0,0,32,0,부채 통합,장기 상환,303348.0,529813.5,8953.5,696,1
TRAIN_05334,자가,898116.0,10년 이상,1.0,6,14.7,192735.0,2,30,0,부채 통합,단기 상환,183820.5,114859.5,8319.0,700,0
TRAIN_05335,자가,1272892.5,8년,0.0,13,19.1,358773.0,1,26,3,부채 통합,단기 상환,535773.0,197613.0,5803.5,796,0
TRAIN_05336,자가,358485.0,2년,0.0,11,21.9,299095.5,0,13,0,여행 자금,단기 상환,89755.5,13152.0,0.0,807,0
TRAIN_05337,주택 담보 대출 (거주 중),2419969.5,6년,0.0,14,15.7,746461.5,0,19,0,사업 대출,단기 상환,1207837.5,353872.5,26490.0,740,0
TRAIN_05338,자가,2646849.0,7년,0.0,16,14.4,3062562.0,0,29,0,여행 자금,장기 상환,562404.0,321229.5,20323.5,718,1
TRAIN_05339,자가,1586637.0,2년,0.0,11,14.1,814086.0,0,33,0,부채 통합,단기 상환,184125.0,127576.5,2430.0,678,0
TRAIN_05340,월세,1679217.0,2년,0.0,10,12.9,672381.0,1,55,2,주택 개보수,단기 상환,520180.5,85912.5,7752.0,787,0
TRAIN_05341,주택 담보 대출 (거주 중),5117287.5,8년,1.0,12,24.1,5738256.0,2,28,0,부채 통합,단기 상환,968245.5,409740.0,21238.5,796,0
TRAIN_05342,월세,1359651.0,8년,0.0,15,13.9,1044924.0,1,20,3,부채 통합,단기 상환,539254.5,520002.0,7431.0,778,1
TRAIN_05343,자가,1411822.5,10년 이상,0.0,7,15.7,7131.0,0,20,0,부채 통합,단기 상환,479017.5,397170.0,8523.0,778,0
TRAIN_05344,주택 담보 대출 (거주 중),3672937.5,10년 이상,0.0,21,16.6,1093605.0,0,9,0,부채 통합,장기 상환,519229.5,345508.5,91161.0,645,1
TRAIN_05345,월세,1601599.5,2년,0.0,10,9.2,1027449.0,0,75,0,부채 통합,단기 상환,258586.5,200698.5,3733.5,751,0
TRAIN_05346,월세,1663858.5,10년 이상,0.0,11,18.6,499261.5,0,21,0,부채 통합,장기 상환,495678.0,515074.5,17275.5,711,1
TRAIN_05347,주택 담보 대출 (거주 중),6606508.5,10년 이상,0.0,13,24.7,1545039.0,0,25,0,부채 통합,단기 상환,547216.5,585081.0,46905.0,805,0
TRAIN_05348,주택 담보 대출 (거주 중),1596645.0,3년,0.0,9,21.8,491100.0,1,81,0,주택 개보수,단기 상환,240090.0,169858.5,18330.0,798,0
TRAIN_05349,월세,1501300.5,10년 이상,0.0,11,19.5,392937.0,0,66,0,부채 통합,단기 상환,464353.5,158326.5,42925.5,720,0
TRAIN_05350,주택 담보 대출 (거주 중),3130632.0,3년,0.0,17,20.1,4840888.5,0,25,0,부채 통합,단기 상환,907978.5,523770.0,44764.5,740,0
TRAIN_05351,월세,1671537.0,1년,0.0,14,30.0,728317.5,2,12,0,부채 통합,단기 상환,407827.5,429357.0,32589.0,700,1
TRAIN_05352,주택 담보 대출 (거주 중),2995527.0,10년 이상,0.0,15,24.2,6143482.5,0,29,0,부채 통합,장기 상환,1138167.0,235095.0,37861.5,733,0
TRAIN_05353,월세,1283083.5,3년,0.0,11,15.8,562528.5,0,78,0,기타,장기 상환,246397.5,81592.5,0.0,702,0
TRAIN_05354,월세,2119722.0,10년 이상,0.0,8,31.6,1268815.5,0,7,0,부채 통합,장기 상환,675508.5,371128.5,23050.5,695,0
TRAIN_05355,월세,1720377.0,5년,0.0,11,18.4,1153561.5,6,58,3,부채 통합,단기 상환,667470.0,557188.5,24252.0,760,1
TRAIN_05356,자가,4356958.5,10년 이상,0.0,7,15.5,1127064.0,0,15,0,부채 통합,장기 상환,1017058.5,188113.5,22750.5,687,1
TRAIN_05357,월세,996184.5,10년 이상,0.0,9,17.3,501186.0,0,18,0,부채 통합,장기 상환,481068.0,377311.5,19783.5,680,1
TRAIN_05358,월세,971344.5,5년,0.0,8,18.3,817131.0,0,69,0,기타,단기 상환,294105.0,104521.5,23920.5,642,0
TRAIN_05359,주택 담보 대출 (거주 중),1112472.0,3년,0.0,11,23.5,595156.5,0,71,0,주택 개보수,단기 상환,132957.0,14538.0,10378.5,696,0
TRAIN_05360,주택 담보 대출 (거주 중),1714512.0,5년,0.0,10,15.4,917460.0,0,28,0,부채 통합,장기 상환,774058.5,1221693.0,28527.0,716,0
TRAIN_05361,자가,1334439.0,1년,0.0,14,14.3,80332.5,0,17,0,기타,단기 상환,132555.0,0.0,19185.0,729,1
TRAIN_05362,자가,1389277.5,2년,0.0,4,18.7,892788.0,0,12,0,여행 자금,단기 상환,301828.5,15787.5,2977.5,716,0
TRAIN_05363,월세,1444476.0,1년 미만,0.0,13,16.0,502345.5,0,80,0,기타,단기 상환,30472.5,11700.0,6940.5,740,0
TRAIN_05364,자가,5685165.0,10년 이상,0.0,7,31.4,1180885.5,0,59,0,부채 통합,단기 상환,758686.5,1156555.5,24925.5,789,0
TRAIN_05365,주택 담보 대출 (거주 중),3817279.5,1년,0.0,12,26.3,4666042.5,0,29,0,부채 통합,단기 상환,382242.0,1048450.5,24244.5,816,0
TRAIN_05366,주택 담보 대출 (거주 중),1448164.5,7년,0.0,10,15.8,0.0,0,15,0,부채 통합,단기 상환,425152.5,216504.0,5137.5,751,0
TRAIN_05367,주택 담보 대출 (거주 중),2288680.5,3년,0.0,8,29.9,340306.5,1,46,1,부채 통합,장기 상환,416164.5,194460.0,18696.0,715,0
TRAIN_05368,자가,4123618.5,5년,4.0,17,35.0,844398.0,7,29,3,의료비,단기 상환,1007658.0,150703.5,46951.5,744,1
TRAIN_05369,월세,1308027.0,6년,0.0,15,11.1,504607.5,1,31,0,부채 통합,단기 상환,388093.5,532857.0,22380.0,704,1
TRAIN_05370,자가,4674628.5,10년 이상,1.0,25,19.6,1212069.0,0,8,0,주택 개보수,단기 상환,1200597.0,482211.0,43975.5,745,0
TRAIN_05371,월세,2391175.5,8년,1.0,20,15.5,1081483.5,1,33,1,부채 통합,단기 상환,536643.0,70735.5,10257.0,811,1
TRAIN_05372,월세,4793415.0,10년 이상,0.0,11,24.4,3296847.0,0,71,0,부채 통합,단기 상환,378684.0,640462.5,53736.0,807,0
TRAIN_05373,자가,2293647.0,5년,1.0,12,12.7,50751.0,2,38,0,부채 통합,장기 상환,721951.5,139297.5,11839.5,651,0
TRAIN_05374,월세,1499457.0,7년,0.0,12,13.0,598929.0,0,76,0,기타,단기 상환,301921.5,241626.0,11542.5,800,1
TRAIN_05375,자가,1376007.0,5년,0.0,11,14.8,0.0,1,63,2,기타,단기 상환,293740.5,226168.5,12082.5,787,0
TRAIN_05376,월세,899799.0,10년 이상,0.0,11,15.2,433815.0,0,25,0,기타,장기 상환,576178.5,518496.0,14517.0,782,0
TRAIN_05377,주택 담보 대출 (거주 중),2487486.0,10년 이상,0.0,18,33.9,18058263.0,0,60,0,부채 통합,장기 상환,593794.5,1063338.0,34569.0,722,0
TRAIN_05378,주택 담보 대출 (거주 중),1444402.5,2년,0.0,12,29.2,576942.0,0,14,0,주택 개보수,단기 상환,353740.5,0.0,2931.0,725,0
TRAIN_05379,주택 담보 대출 (거주 중),3089100.0,10년 이상,0.0,8,21.5,1068447.0,0,29,0,부채 통합,장기 상환,1210795.5,827838.0,28285.5,804,0
TRAIN_05380,주택 담보 대출 (거주 중),2151622.5,10년 이상,0.0,17,30.6,4314330.0,0,34,1,부채 통합,장기 상환,1170019.5,3088014.0,23574.0,804,0
TRAIN_05381,월세,2423364.0,1년,0.0,10,15.7,979134.0,0,59,0,주택 개보수,장기 상환,474184.5,423888.0,17830.5,760,0
TRAIN_05382,월세,847438.5,8년,0.0,14,11.1,745375.5,0,19,1,부채 통합,단기 상환,459144.0,483951.0,26505.0,747,1
TRAIN_05383,월세,1999446.0,10년 이상,0.0,16,17.2,607233.0,0,77,0,기타,단기 상환,490882.5,194253.0,24037.5,762,1
TRAIN_05384,주택 담보 대출 (거주 중),2756197.5,10년 이상,0.0,10,29.2,1117594.5,0,40,0,부채 통합,단기 상환,408951.0,580093.5,31137.0,800,0
TRAIN_05385,자가,1229355.0,10년 이상,0.0,11,10.0,640558.5,0,11,0,기타,단기 상환,170031.0,213495.0,12840.0,593,0
TRAIN_05386,주택 담보 대출 (거주 중),4025097.0,4년,2.0,24,32.4,10940539.5,0,32,0,부채 통합,장기 상환,492442.5,219001.5,35097.0,685,0
TRAIN_05387,월세,1412220.0,1년 미만,0.0,13,15.9,4627612.5,0,13,0,부채 통합,장기 상환,697471.5,568458.0,34242.0,680,1
TRAIN_05388,주택 담보 대출 (거주 중),2396188.5,10년 이상,0.0,8,10.4,306987.0,1,78,0,부채 통합,단기 상환,420931.5,285381.0,10491.0,704,1
TRAIN_05389,주택 담보 대출 (거주 중),2184175.5,5년,4.0,16,16.8,280230.0,5,71,2,고액 구매,장기 상환,532162.5,178452.0,9160.5,702,0
TRAIN_05390,주택 담보 대출 (거주 중),2117266.5,2년,0.0,9,25.7,1090687.5,0,28,0,부채 통합,단기 상환,349314.0,254574.0,18072.0,769,0
TRAIN_05391,자가,1015078.5,10년 이상,0.0,22,23.0,720877.5,0,27,0,부채 통합,장기 상환,675492.0,114978.0,7854.0,762,1
TRAIN_05392,월세,943782.0,2년,0.0,10,10.0,251364.0,0,34,0,기타,단기 상환,212587.5,160570.5,24957.0,796,0
TRAIN_05393,주택 담보 대출 (거주 중),1570159.5,10년 이상,0.0,12,11.3,522108.0,0,18,0,부채 통합,장기 상환,553632.0,206530.5,13959.0,747,0
TRAIN_05394,자가,4149865.5,10년 이상,1.0,11,13.8,747534.0,2,45,0,부채 통합,장기 상환,699690.0,346396.5,6826.5,782,0
TRAIN_05395,월세,1263741.0,9년,0.0,22,16.2,553705.5,1,39,0,부채 통합,단기 상환,577336.5,141772.5,12666.0,793,1
TRAIN_05396,주택 담보 대출 (거주 중),1962534.0,10년 이상,0.0,15,19.8,4798845.0,0,35,0,부채 통합,단기 상환,1146351.0,936207.0,56980.5,804,1
TRAIN_05397,주택 담보 대출 (거주 중),1568362.5,2년,0.0,12,19.2,1066009.5,1,53,1,부채 통합,장기 상환,585418.5,123601.5,32907.0,685,1
TRAIN_05398,월세,1739421.0,2년,0.0,14,10.4,1262409.0,0,30,0,부채 통합,단기 상환,447354.0,257091.0,27091.5,767,0
TRAIN_05399,월세,860509.5,2년,0.0,13,11.9,105792.0,0,13,0,기타,단기 상환,157132.5,31303.5,10647.0,791,1
TRAIN_05400,자가,2854140.0,10년 이상,0.0,12,31.8,1054339.5,0,10,0,부채 통합,단기 상환,601327.5,1186126.5,30048.0,791,0
TRAIN_05401,주택 담보 대출 (거주 중),3037185.0,10년 이상,0.0,10,17.2,428961.0,1,14,0,부채 통합,단기 상환,332685.0,214587.0,17362.5,711,0
TRAIN_05402,월세,877102.5,1년,0.0,14,16.3,946089.0,0,10,1,부채 통합,단기 상환,258909.0,397842.0,12964.5,702,0
TRAIN_05403,월세,1207102.5,2년,0.0,12,13.2,686554.5,1,39,1,부채 통합,단기 상환,332244.0,97543.5,14415.0,813,0
TRAIN_05404,주택 담보 대출 (거주 중),1221147.0,8년,0.0,21,16.4,1096381.5,1,14,1,부채 통합,단기 상환,439333.5,283717.5,7258.5,805,1
TRAIN_05405,주택 담보 대출 (거주 중),1817392.5,2년,0.0,18,12.9,1345672.5,0,12,0,부채 통합,단기 상환,437805.0,945093.0,41950.5,756,0
TRAIN_05406,월세,2394237.0,5년,4.0,8,19.7,242467.5,5,82,0,의료비,단기 상환,1196994.0,93568.5,49824.0,564,1
TRAIN_05407,월세,1702581.0,2년,0.0,6,10.7,881982.0,0,45,0,소규모 사업 자금,단기 상환,243673.5,226719.0,1924.5,729,0
TRAIN_05408,자가,1643841.0,10년 이상,0.0,10,18.6,630060.0,0,43,0,부채 통합,단기 상환,315348.0,290964.0,41373.0,813,0
TRAIN_05409,월세,1827903.0,10년 이상,0.0,9,23.9,491425.5,0,75,0,부채 통합,단기 상환,283789.5,532921.5,26020.5,793,1
TRAIN_05410,주택 담보 대출 (거주 중),1053225.0,2년,0.0,9,11.9,0.0,0,17,0,부채 통합,단기 상환,494950.5,38817.0,30348.0,758,1
TRAIN_05411,주택 담보 대출 (거주 중),2443141.5,10년 이상,0.0,10,18.0,418710.0,0,35,0,기타,단기 상환,391698.0,173913.0,8023.5,755,0
TRAIN_05412,월세,1414171.5,6년,0.0,16,15.6,1220340.0,0,34,0,부채 통합,장기 상환,517180.5,400395.0,7839.0,675,1
TRAIN_05413,주택 담보 대출 (거주 중),1490200.5,2년,0.0,10,16.2,747384.0,0,21,0,부채 통합,단기 상환,171217.5,171556.5,13948.5,756,0
TRAIN_05414,월세,963324.0,5년,0.0,7,18.4,965509.5,0,31,0,사업 대출,단기 상환,464824.5,220192.5,19537.5,758,0
TRAIN_05415,월세,2208819.0,6년,0.0,9,12.3,764341.5,0,54,0,부채 통합,장기 상환,563167.5,731218.5,40401.0,656,0
TRAIN_05416,월세,1507144.5,10년 이상,0.0,13,18.5,574390.5,0,60,0,부채 통합,단기 상환,439857.0,428974.5,13771.5,769,0
TRAIN_05417,주택 담보 대출 (거주 중),2531451.0,10년 이상,0.0,4,10.5,479073.0,0,32,0,부채 통합,장기 상환,671020.5,211939.5,30799.5,711,0
TRAIN_05418,월세,3578161.5,7년,0.0,7,18.8,4032804.0,0,32,0,부채 통합,단기 상환,490072.5,844396.5,39420.0,805,0
TRAIN_05419,주택 담보 대출 (거주 중),3149547.0,7년,1.0,25,30.2,6399841.5,1,35,1,부채 통합,단기 상환,1141492.5,592671.0,50011.5,731,0
TRAIN_05420,월세,893514.0,2년,0.0,8,14.0,878157.0,0,5,0,부채 통합,단기 상환,625902.0,76654.5,6292.5,725,0
TRAIN_05421,월세,938434.5,10년 이상,0.0,15,15.3,867519.0,0,2,0,부채 통합,장기 상환,725778.0,305722.5,18793.5,798,0
TRAIN_05422,월세,1292761.5,10년 이상,0.0,15,14.6,648757.5,0,13,0,부채 통합,장기 상환,378352.5,124362.0,21604.5,689,1
TRAIN_05423,주택 담보 대출 (거주 중),2372331.0,10년 이상,0.0,11,16.7,576867.0,0,10,0,부채 통합,단기 상환,360399.0,101098.5,21453.0,815,0
TRAIN_05424,월세,1652247.0,10년 이상,0.0,9,17.7,1525500.0,0,29,0,부채 통합,장기 상환,683415.0,455869.5,13831.5,798,0
TRAIN_05425,주택 담보 대출 (거주 중),3090279.0,10년 이상,0.0,19,23.1,6623514.0,0,3,0,부채 통합,단기 상환,482029.5,1000392.0,103254.0,809,1
TRAIN_05426,자가,4169307.0,3년,0.0,16,18.5,9743770.5,0,34,0,부채 통합,단기 상환,1188906.0,361084.5,33118.5,804,0
TRAIN_05427,자가,1889710.5,5년,0.0,14,29.1,979587.0,6,25,3,부채 통합,장기 상환,836845.5,247744.5,18559.5,744,0
TRAIN_05428,월세,1339033.5,10년 이상,0.0,10,14.1,225622.5,0,41,0,부채 통합,단기 상환,221107.5,283876.5,13239.0,795,0
TRAIN_05429,자가,3135636.0,6년,0.0,22,15.7,1355653.5,0,30,0,부채 통합,장기 상환,572551.5,1129509.0,38418.0,653,0
TRAIN_05430,주택 담보 대출 (거주 중),4066446.0,10년 이상,1.0,30,33.0,1163329.5,1,45,0,부채 통합,단기 상환,404835.0,449013.0,34122.0,813,0
TRAIN_05431,주택 담보 대출 (거주 중),1598364.0,9년,0.0,20,18.7,1076613.0,0,15,0,부채 통합,장기 상환,692796.0,552540.0,24952.5,733,1
TRAIN_05432,자가,2478703.5,10년 이상,0.0,13,21.0,460572.0,0,8,0,부채 통합,단기 상환,483102.0,844062.0,28767.0,804,1
TRAIN_05433,주택 담보 대출 (거주 중),2100537.0,4년,1.0,13,25.6,1158975.0,2,16,0,부채 통합,단기 상환,1235748.0,202665.0,36847.5,800,0
TRAIN_05434,월세,2979910.5,10년 이상,0.0,20,14.3,1252351.5,0,15,0,부채 통합,장기 상환,521808.0,306924.0,36499.5,711,1
TRAIN_05435,주택 담보 대출 (거주 중),1215964.5,4년,1.0,12,11.6,781591.5,1,55,1,부채 통합,장기 상환,634362.0,156780.0,9978.0,791,1
TRAIN_05436,자가,1757898.0,6년,0.0,8,17.8,38649.0,0,64,0,기타,단기 상환,247017.0,0.0,10446.0,742,0
TRAIN_05437,주택 담보 대출 (거주 중),4076604.0,8년,0.0,15,18.3,1092354.0,2,77,3,부채 통합,단기 상환,841060.5,496134.0,36394.5,711,1
TRAIN_05438,자가,1940611.5,2년,0.0,7,18.7,351153.0,0,8,0,부채 통합,장기 상환,806520.0,132727.5,2775.0,562,0
TRAIN_05439,월세,2284393.5,10년 이상,0.0,11,18.9,297582.0,0,39,0,부채 통합,단기 상환,340378.5,231451.5,10833.0,795,0
TRAIN_05440,월세,2305588.5,10년 이상,0.0,11,22.7,2359152.0,0,8,0,부채 통합,단기 상환,361762.5,433383.0,42538.5,795,1
TRAIN_05441,월세,2394132.0,1년 미만,0.0,9,16.9,372586.5,0,32,0,부채 통합,단기 상환,321472.5,503797.5,16581.0,776,0
TRAIN_05442,월세,1502598.0,8년,0.0,9,18.0,896104.5,0,67,0,주택 개보수,단기 상환,168252.0,220708.5,14154.0,815,0
TRAIN_05443,주택 담보 대출 (거주 중),1331461.5,3년,0.0,12,17.3,140509.5,0,24,0,부채 통합,장기 상환,522963.0,135979.5,22809.0,647,0
TRAIN_05444,자가,907042.5,3년,0.0,15,14.7,854200.5,0,6,0,부채 통합,단기 상환,461889.0,401211.0,15618.0,702,1
TRAIN_05445,주택 담보 대출 (거주 중),2661843.0,4년,0.0,9,15.5,500632.5,0,10,0,기타,장기 상환,1110297.0,140752.5,28510.5,582,0
TRAIN_05446,주택 담보 대출 (거주 중),1440208.5,10년 이상,1.0,8,20.4,800428.5,2,42,0,주택 개보수,단기 상환,355330.5,20964.0,9699.0,791,0
TRAIN_05447,월세,1841575.5,6년,0.0,11,14.0,716889.0,0,26,0,부채 통합,장기 상환,699045.0,519951.0,27870.0,747,1
TRAIN_05448,주택 담보 대출 (거주 중),2362632.0,1년 미만,1.0,10,29.8,837217.5,1,30,1,사업 대출,단기 상환,326566.5,73390.5,4197.0,807,0
TRAIN_05449,주택 담보 대출 (거주 중),1146070.5,10년 이상,0.0,9,19.7,0.0,0,68,0,기타,장기 상환,209542.5,23088.0,1038.0,749,0
TRAIN_05450,자가,975636.0,5년,0.0,9,14.6,1040683.5,0,9,0,부채 통합,장기 상환,673872.0,420336.0,8734.5,638,0
TRAIN_05451,월세,1687605.0,8년,0.0,14,19.1,854023.5,5,68,3,부채 통합,단기 상환,898149.0,127891.5,1573.5,787,0
TRAIN_05452,주택 담보 대출 (거주 중),3157423.5,10년 이상,0.0,10,17.6,5339914.5,0,14,0,부채 통합,장기 상환,1269855.0,549439.5,30949.5,716,0
TRAIN_05453,월세,2199808.5,8년,0.0,22,15.8,772665.0,1,44,3,부채 통합,단기 상환,326509.5,177850.5,38140.5,809,0
